step,agent_id,total_reward,epsilon,is_busy
1084,Transporter-1,-1024,1.0,1
1084,Transporter-2,-1012,1.0,1
1085,Transporter-1,-1025,1.0,1
1085,Transporter-2,-1013,1.0,1
1086,Transporter-1,-1026,1.0,1
1086,Transporter-2,-1014,1.0,1
1087,Transporter-1,-1027,1.0,1
1087,Transporter-2,-1015,1.0,1
1088,Transporter-1,-1028,1.0,1
1088,Transporter-2,-1016,1.0,1
1089,Transporter-1,-1029,1.0,1
1089,Transporter-2,-1017,1.0,1
1090,Transporter-1,-1030,1.0,1
1090,Transporter-2,-1018,1.0,1
1091,Transporter-1,-1031,1.0,1
1091,Transporter-2,-1019,1.0,1
1092,Transporter-1,-1032,1.0,1
1092,Transporter-2,-1020,1.0,1
1093,Transporter-1,-1033,1.0,1
1093,Transporter-2,-1021,1.0,1
1094,Transporter-1,-1034,1.0,1
1094,Transporter-2,-1022,1.0,1
1095,Transporter-1,-1035,1.0,1
1095,Transporter-2,-1023,1.0,1
1096,Transporter-1,-1036,1.0,1
1096,Transporter-2,-1024,1.0,1
1097,Transporter-1,-1037,1.0,1
1097,Transporter-2,-1025,1.0,1
1098,Transporter-1,-1038,1.0,1
1098,Transporter-2,-1026,1.0,1
1099,Transporter-1,-1039,1.0,1
1099,Transporter-2,-1027,1.0,1
1100,Transporter-1,-1040,1.0,1
1100,Transporter-2,-1028,1.0,1
1101,Transporter-1,-1041,1.0,1
1101,Transporter-2,-1029,1.0,1
1102,Transporter-1,-1042,1.0,1
1102,Transporter-2,-1030,1.0,1
1103,Transporter-1,-1043,1.0,1
1103,Transporter-2,-1031,1.0,1
1104,Transporter-1,-1044,1.0,1
1104,Transporter-2,-1032,1.0,1
1105,Transporter-1,-1045,1.0,1
1105,Transporter-2,-1033,1.0,1
1106,Transporter-1,-1046,1.0,1
1106,Transporter-2,-1034,1.0,1
1107,Transporter-1,-1047,1.0,1
1107,Transporter-2,-1035,1.0,1
1108,Transporter-1,-1048,1.0,1
1108,Transporter-2,-1036,1.0,1
1109,Transporter-1,-1049,1.0,1
1109,Transporter-2,-1037,1.0,1
1110,Transporter-1,-1050,1.0,1
1110,Transporter-2,-1038,1.0,1
1111,Transporter-1,-1051,1.0,1
1111,Transporter-2,-1039,1.0,1
1112,Transporter-1,-1052,1.0,1
1112,Transporter-2,-1040,1.0,1
1113,Transporter-1,-1053,1.0,1
1113,Transporter-2,-1041,1.0,1
1114,Transporter-1,-1054,1.0,1
1114,Transporter-2,-1042,1.0,1
1115,Transporter-1,-1055,1.0,1
1115,Transporter-2,-1043,1.0,1
1116,Transporter-1,-1056,1.0,1
1116,Transporter-2,-1044,1.0,1
1117,Transporter-1,-1057,1.0,1
1117,Transporter-2,-1045,1.0,1
1118,Transporter-1,-1058,1.0,1
1118,Transporter-2,-1046,1.0,1
1119,Transporter-1,-1059,1.0,1
1119,Transporter-2,-1047,1.0,1
1120,Transporter-1,-1060,1.0,1
1120,Transporter-2,-1048,1.0,1
1121,Transporter-1,-1061,1.0,1
1121,Transporter-2,-1049,1.0,1
1122,Transporter-1,-1062,1.0,1
1122,Transporter-2,-1050,1.0,1
1123,Transporter-1,-1063,1.0,1
1123,Transporter-2,-1051,1.0,1
1124,Transporter-1,-1064,1.0,1
1124,Transporter-2,-1052,1.0,1
1125,Transporter-1,-1065,1.0,1
1125,Transporter-2,-1053,1.0,1
1126,Transporter-1,-1066,1.0,1
1126,Transporter-2,-1054,1.0,1
1127,Transporter-1,-1067,1.0,1
1127,Transporter-2,-1055,1.0,1
1128,Transporter-1,-1068,1.0,1
1128,Transporter-2,-1056,1.0,1
1129,Transporter-1,-1069,1.0,1
1129,Transporter-2,-1057,1.0,1
1130,Transporter-1,-1070,1.0,1
1130,Transporter-2,-1058,1.0,1
1131,Transporter-1,-1071,1.0,1
1131,Transporter-2,-1059,1.0,1
1132,Transporter-1,-1072,1.0,1
1132,Transporter-2,-1060,1.0,1
1133,Transporter-1,-1073,1.0,1
1133,Transporter-2,-1061,1.0,1
1134,Transporter-1,-1074,1.0,1
1134,Transporter-2,-1062,1.0,1
1135,Transporter-1,-1075,1.0,1
1135,Transporter-2,-1063,1.0,1
1136,Transporter-1,-1076,1.0,1
1136,Transporter-2,-1064,1.0,1
1137,Transporter-1,-1077,1.0,1
1137,Transporter-2,-1065,1.0,1
1138,Transporter-1,-1078,1.0,1
1138,Transporter-2,-1066,1.0,1
1139,Transporter-1,-1079,1.0,1
1139,Transporter-2,-1067,1.0,1
1140,Transporter-1,-1080,1.0,1
1140,Transporter-2,-1068,1.0,1
1141,Transporter-1,-1081,1.0,1
1141,Transporter-2,-1069,1.0,1
1142,Transporter-1,-1082,1.0,1
1142,Transporter-2,-1070,1.0,1
1143,Transporter-1,-1083,1.0,1
1143,Transporter-2,-1071,1.0,1
1144,Transporter-1,-1084,1.0,1
1144,Transporter-2,-1072,1.0,1
1145,Transporter-1,-1085,1.0,1
1145,Transporter-2,-1073,1.0,1
1146,Transporter-1,-1086,1.0,1
1146,Transporter-2,-1074,1.0,1
1147,Transporter-1,-1087,1.0,1
1147,Transporter-2,-1075,1.0,1
1148,Transporter-1,-1088,1.0,1
1148,Transporter-2,-1076,1.0,1
1149,Transporter-1,-1089,1.0,1
1149,Transporter-2,-1077,1.0,1
1150,Transporter-1,-1090,1.0,1
1150,Transporter-2,-1078,1.0,1
1151,Transporter-1,-1091,1.0,1
1151,Transporter-2,-1079,1.0,1
1152,Transporter-1,-1092,1.0,1
1152,Transporter-2,-1080,1.0,1
1153,Transporter-1,-1093,1.0,1
1153,Transporter-2,-1081,1.0,1
1154,Transporter-1,-1094,1.0,1
1154,Transporter-2,-1082,1.0,1
1155,Transporter-1,-1095,1.0,1
1155,Transporter-2,-1083,1.0,1
1156,Transporter-1,-1096,1.0,1
1156,Transporter-2,-1084,1.0,1
1157,Transporter-1,-1097,1.0,1
1157,Transporter-2,-1085,1.0,1
1158,Transporter-1,-1098,1.0,1
1158,Transporter-2,-1086,1.0,1
1159,Transporter-1,-1099,1.0,1
1159,Transporter-2,-1087,1.0,1
1160,Transporter-1,-1100,1.0,1
1160,Transporter-2,-1088,1.0,1
1161,Transporter-1,-1101,1.0,1
1161,Transporter-2,-1089,1.0,1
1162,Transporter-1,-1102,1.0,1
1162,Transporter-2,-1090,1.0,1
1163,Transporter-1,-1103,1.0,1
1163,Transporter-2,-1091,1.0,1
1164,Transporter-1,-1104,1.0,1
1164,Transporter-2,-1092,1.0,1
1165,Transporter-1,-1105,1.0,1
1165,Transporter-2,-1093,1.0,1
1166,Transporter-1,-1106,1.0,1
1166,Transporter-2,-1094,1.0,1
1167,Transporter-1,-1107,1.0,1
1167,Transporter-2,-1095,1.0,1
1168,Transporter-1,-1108,1.0,1
1168,Transporter-2,-1096,1.0,1
1169,Transporter-1,-1109,1.0,1
1169,Transporter-2,-1097,1.0,1
1170,Transporter-1,-1110,1.0,1
1170,Transporter-2,-1098,1.0,1
1171,Transporter-1,-1111,1.0,1
1171,Transporter-2,-1099,1.0,1
1172,Transporter-1,-1112,1.0,1
1172,Transporter-2,-1100,1.0,1
1173,Transporter-1,-1113,1.0,1
1173,Transporter-2,-1101,1.0,1
1174,Transporter-1,-1114,1.0,1
1174,Transporter-2,-1102,1.0,1
1175,Transporter-1,-1115,1.0,1
1175,Transporter-2,-1103,1.0,1
1176,Transporter-1,-1116,1.0,1
1176,Transporter-2,-1104,1.0,1
1177,Transporter-1,-1117,1.0,1
1177,Transporter-2,-1105,1.0,1
1178,Transporter-1,-1118,1.0,1
1178,Transporter-2,-1106,1.0,1
1179,Transporter-1,-1119,1.0,1
1179,Transporter-2,-1107,1.0,1
1180,Transporter-1,-1120,1.0,1
1180,Transporter-2,-1108,1.0,1
1181,Transporter-1,-1121,1.0,1
1181,Transporter-2,-1109,1.0,1
1182,Transporter-1,-1122,1.0,1
1182,Transporter-2,-1110,1.0,1
1183,Transporter-1,-1123,1.0,1
1183,Transporter-2,-1111,1.0,1
1184,Transporter-1,-1124,1.0,1
1184,Transporter-2,-1112,1.0,1
1185,Transporter-1,-1125,1.0,1
1185,Transporter-2,-1113,1.0,1
1186,Transporter-1,-1126,1.0,1
1186,Transporter-2,-1114,1.0,1
1187,Transporter-1,-1127,1.0,1
1187,Transporter-2,-1115,1.0,1
1188,Transporter-1,-1128,1.0,1
1188,Transporter-2,-1116,1.0,1
1189,Transporter-1,-1129,1.0,1
1189,Transporter-2,-1117,1.0,1
1190,Transporter-1,-1130,1.0,1
1190,Transporter-2,-1118,1.0,1
1191,Transporter-1,-1131,1.0,1
1191,Transporter-2,-1119,1.0,1
1192,Transporter-1,-1132,1.0,1
1192,Transporter-2,-1120,1.0,1
1193,Transporter-1,-1133,1.0,1
1193,Transporter-2,-1121,1.0,1
1194,Transporter-1,-1134,1.0,1
1194,Transporter-2,-1122,1.0,1
1195,Transporter-1,-1135,1.0,1
1195,Transporter-2,-1123,1.0,1
1196,Transporter-1,-1136,1.0,1
1196,Transporter-2,-1124,1.0,1
1197,Transporter-1,-1137,1.0,1
1197,Transporter-2,-1125,1.0,1
1198,Transporter-1,-1138,1.0,1
1198,Transporter-2,-1126,1.0,1
1199,Transporter-1,-1139,1.0,1
1199,Transporter-2,-1127,1.0,1
1200,Transporter-1,-1140,1.0,1
1200,Transporter-2,-1128,1.0,1
1201,Transporter-1,-1141,1.0,1
1201,Transporter-2,-1129,1.0,1
1202,Transporter-1,-1142,1.0,1
1202,Transporter-2,-1130,1.0,1
1203,Transporter-1,-1143,1.0,1
1203,Transporter-2,-1131,1.0,1
1204,Transporter-1,-1144,1.0,1
1204,Transporter-2,-1132,1.0,1
1205,Transporter-1,-1145,1.0,1
1205,Transporter-2,-1133,1.0,1
1206,Transporter-1,-1146,1.0,1
1206,Transporter-2,-1134,1.0,1
1207,Transporter-1,-1147,1.0,1
1207,Transporter-2,-1135,1.0,1
1208,Transporter-1,-1148,1.0,1
1208,Transporter-2,-1136,1.0,1
1209,Transporter-1,-1149,1.0,1
1209,Transporter-2,-1137,1.0,1
1210,Transporter-1,-1150,1.0,1
1210,Transporter-2,-1138,1.0,1
1211,Transporter-1,-1151,1.0,1
1211,Transporter-2,-1139,1.0,1
1212,Transporter-1,-1152,1.0,1
1212,Transporter-2,-1140,1.0,1
1213,Transporter-1,-1153,1.0,1
1213,Transporter-2,-1141,1.0,1
1214,Transporter-1,-1154,1.0,1
1214,Transporter-2,-1142,1.0,1
1215,Transporter-1,-1155,1.0,1
1215,Transporter-2,-1143,1.0,1
1216,Transporter-1,-1156,1.0,1
1216,Transporter-2,-1144,1.0,1
1217,Transporter-1,-1157,1.0,1
1217,Transporter-2,-1145,1.0,1
1218,Transporter-1,-1158,1.0,1
1218,Transporter-2,-1146,1.0,1
1219,Transporter-1,-1159,1.0,1
1219,Transporter-2,-1147,1.0,1
1220,Transporter-1,-1160,1.0,1
1220,Transporter-2,-1148,1.0,1
1221,Transporter-1,-1161,1.0,1
1221,Transporter-2,-1149,1.0,1
1222,Transporter-1,-1162,1.0,1
1222,Transporter-2,-1150,1.0,1
1223,Transporter-1,-1163,1.0,1
1223,Transporter-2,-1151,1.0,1
1224,Transporter-1,-1164,1.0,1
1224,Transporter-2,-1152,1.0,1
1225,Transporter-1,-1165,1.0,1
1225,Transporter-2,-1153,1.0,1
1226,Transporter-1,-1166,1.0,1
1226,Transporter-2,-1154,1.0,1
1227,Transporter-1,-1167,1.0,1
1227,Transporter-2,-1155,1.0,1
1228,Transporter-1,-1168,1.0,1
1228,Transporter-2,-1156,1.0,1
1229,Transporter-1,-1169,1.0,1
1229,Transporter-2,-1157,1.0,1
1230,Transporter-1,-1170,1.0,1
1230,Transporter-2,-1158,1.0,1
1231,Transporter-1,-1171,1.0,1
1231,Transporter-2,-1159,1.0,1
1232,Transporter-1,-1172,1.0,1
1232,Transporter-2,-1160,1.0,1
1233,Transporter-1,-1173,1.0,1
1233,Transporter-2,-1161,1.0,1
1234,Transporter-1,-1174,1.0,1
1234,Transporter-2,-1162,1.0,1
1235,Transporter-1,-1175,1.0,1
1235,Transporter-2,-1163,1.0,1
1236,Transporter-1,-1176,1.0,1
1236,Transporter-2,-1164,1.0,1
1237,Transporter-1,-1177,1.0,1
1237,Transporter-2,-1165,1.0,1
1238,Transporter-1,-1178,1.0,1
1238,Transporter-2,-1166,1.0,1
1239,Transporter-1,-1179,1.0,1
1239,Transporter-2,-1167,1.0,1
1240,Transporter-1,-1180,1.0,1
1240,Transporter-2,-1168,1.0,1
1241,Transporter-1,-1181,1.0,1
1241,Transporter-2,-1169,1.0,1
1242,Transporter-1,-1182,1.0,1
1242,Transporter-2,-1170,1.0,1
1243,Transporter-1,-1183,1.0,1
1243,Transporter-2,-1171,1.0,1
1244,Transporter-1,-1184,1.0,1
1244,Transporter-2,-1172,1.0,1
1245,Transporter-1,-1185,1.0,1
1245,Transporter-2,-1173,1.0,1
1246,Transporter-1,-1186,1.0,1
1246,Transporter-2,-1174,1.0,1
1247,Transporter-1,-1187,1.0,1
1247,Transporter-2,-1175,1.0,1
1248,Transporter-1,-1188,1.0,1
1248,Transporter-2,-1176,1.0,1
1249,Transporter-1,-1189,1.0,1
1249,Transporter-2,-1177,1.0,1
1250,Transporter-1,-1190,1.0,1
1250,Transporter-2,-1178,1.0,1
1251,Transporter-1,-1191,1.0,1
1251,Transporter-2,-1179,1.0,1
1252,Transporter-1,-1192,1.0,1
1252,Transporter-2,-1180,1.0,1
1253,Transporter-1,-1193,1.0,1
1253,Transporter-2,-1181,1.0,1
1254,Transporter-1,-1194,1.0,1
1254,Transporter-2,-1182,1.0,1
1255,Transporter-1,-1195,1.0,1
1255,Transporter-2,-1183,1.0,1
1256,Transporter-1,-1196,1.0,1
1256,Transporter-2,-1184,1.0,1
1257,Transporter-1,-1197,1.0,1
1257,Transporter-2,-1185,1.0,1
1258,Transporter-1,-1198,1.0,1
1258,Transporter-2,-1186,1.0,1
1259,Transporter-1,-1199,1.0,1
1259,Transporter-2,-1187,1.0,1
1260,Transporter-1,-1200,1.0,1
1260,Transporter-2,-1188,1.0,1
1261,Transporter-1,-1201,1.0,1
1261,Transporter-2,-1189,1.0,1
1262,Transporter-1,-1202,1.0,1
1262,Transporter-2,-1190,1.0,1
1263,Transporter-1,-1203,1.0,1
1263,Transporter-2,-1191,1.0,1
1264,Transporter-1,-1204,1.0,1
1264,Transporter-2,-1192,1.0,1
1265,Transporter-1,-1205,1.0,1
1265,Transporter-2,-1193,1.0,1
1266,Transporter-1,-1206,1.0,1
1266,Transporter-2,-1194,1.0,1
1267,Transporter-1,-1207,1.0,1
1267,Transporter-2,-1195,1.0,1
1268,Transporter-1,-1208,1.0,1
1268,Transporter-2,-1196,1.0,1
1269,Transporter-1,-1209,1.0,1
1269,Transporter-2,-1197,1.0,1
1270,Transporter-1,-1210,1.0,1
1270,Transporter-2,-1198,1.0,1
1271,Transporter-1,-1211,1.0,1
1271,Transporter-2,-1199,1.0,1
1272,Transporter-1,-1212,1.0,1
1272,Transporter-2,-1200,1.0,1
1273,Transporter-1,-1213,1.0,1
1273,Transporter-2,-1201,1.0,1
1274,Transporter-1,-1214,1.0,1
1274,Transporter-2,-1202,1.0,1
1275,Transporter-1,-1215,1.0,1
1275,Transporter-2,-1203,1.0,1
1276,Transporter-1,-1216,1.0,1
1276,Transporter-2,-1204,1.0,1
1277,Transporter-1,-1217,1.0,1
1277,Transporter-2,-1205,1.0,1
1278,Transporter-1,-1218,1.0,1
1278,Transporter-2,-1206,1.0,1
1279,Transporter-1,-1219,1.0,1
1279,Transporter-2,-1207,1.0,1
1280,Transporter-1,-1220,1.0,1
1280,Transporter-2,-1208,1.0,1
1281,Transporter-1,-1221,1.0,1
1281,Transporter-2,-1209,1.0,1
1282,Transporter-1,-1222,1.0,1
1282,Transporter-2,-1210,1.0,1
1283,Transporter-1,-1223,1.0,1
1283,Transporter-2,-1211,1.0,1
1284,Transporter-1,-1224,1.0,1
1284,Transporter-2,-1212,1.0,1
1285,Transporter-1,-1225,1.0,1
1285,Transporter-2,-1213,1.0,1
1286,Transporter-1,-1226,1.0,1
1286,Transporter-2,-1214,1.0,1
1287,Transporter-1,-1227,1.0,1
1287,Transporter-2,-1215,1.0,1
1288,Transporter-1,-1228,1.0,1
1288,Transporter-2,-1216,1.0,1
1289,Transporter-1,-1229,1.0,1
1289,Transporter-2,-1217,1.0,1
1290,Transporter-1,-1230,1.0,1
1290,Transporter-2,-1218,1.0,1
1291,Transporter-1,-1231,1.0,1
1291,Transporter-2,-1219,1.0,1
1292,Transporter-1,-1232,1.0,1
1292,Transporter-2,-1220,1.0,1
1293,Transporter-1,-1233,1.0,1
1293,Transporter-2,-1221,1.0,1
1294,Transporter-1,-1234,1.0,1
1294,Transporter-2,-1222,1.0,1
1295,Transporter-1,-1235,1.0,1
1295,Transporter-2,-1223,1.0,1
1296,Transporter-1,-1236,1.0,1
1296,Transporter-2,-1224,1.0,1
1297,Transporter-1,-1237,1.0,1
1297,Transporter-2,-1225,1.0,1
1298,Transporter-1,-1238,1.0,1
1298,Transporter-2,-1226,1.0,1
1299,Transporter-1,-1239,1.0,1
1299,Transporter-2,-1227,1.0,1
1300,Transporter-1,-1240,1.0,1
1300,Transporter-2,-1228,1.0,1
1301,Transporter-1,-1241,1.0,1
1301,Transporter-2,-1229,1.0,1
1302,Transporter-1,-1242,1.0,1
1302,Transporter-2,-1230,1.0,1
1303,Transporter-1,-1243,1.0,1
1303,Transporter-2,-1231,1.0,1
1304,Transporter-1,-1244,1.0,1
1304,Transporter-2,-1232,1.0,1
1305,Transporter-1,-1245,1.0,1
1305,Transporter-2,-1233,1.0,1
1306,Transporter-1,-1246,1.0,1
1306,Transporter-2,-1234,1.0,1
1307,Transporter-1,-1247,1.0,1
1307,Transporter-2,-1235,1.0,1
1308,Transporter-1,-1248,1.0,1
1308,Transporter-2,-1236,1.0,1
1309,Transporter-1,-1249,1.0,1
1309,Transporter-2,-1237,1.0,1
1310,Transporter-1,-1250,1.0,1
1310,Transporter-2,-1238,1.0,1
1311,Transporter-1,-1251,1.0,1
1311,Transporter-2,-1239,1.0,1
1312,Transporter-1,-1252,1.0,1
1312,Transporter-2,-1240,1.0,1
1313,Transporter-1,-1253,1.0,1
1313,Transporter-2,-1241,1.0,1
1314,Transporter-1,-1254,1.0,1
1314,Transporter-2,-1242,1.0,1
1315,Transporter-1,-1255,1.0,1
1315,Transporter-2,-1243,1.0,1
1316,Transporter-1,-1256,1.0,1
1316,Transporter-2,-1244,1.0,1
1317,Transporter-1,-1257,1.0,1
1317,Transporter-2,-1245,1.0,1
1318,Transporter-1,-1258,1.0,1
1318,Transporter-2,-1246,1.0,1
1319,Transporter-1,-1259,1.0,1
1319,Transporter-2,-1247,1.0,1
1320,Transporter-1,-1260,1.0,1
1320,Transporter-2,-1248,1.0,1
1321,Transporter-1,-1261,1.0,1
1321,Transporter-2,-1249,1.0,1
1322,Transporter-1,-1262,1.0,1
1322,Transporter-2,-1250,1.0,1
1323,Transporter-1,-1263,1.0,1
1323,Transporter-2,-1251,1.0,1
1324,Transporter-1,-1264,1.0,1
1324,Transporter-2,-1252,1.0,1
1325,Transporter-1,-1265,1.0,1
1325,Transporter-2,-1253,1.0,1
1326,Transporter-1,-1266,1.0,1
1326,Transporter-2,-1254,1.0,1
1327,Transporter-1,-1267,1.0,1
1327,Transporter-2,-1255,1.0,1
1328,Transporter-1,-1268,1.0,1
1328,Transporter-2,-1256,1.0,1
1329,Transporter-1,-1269,1.0,1
1329,Transporter-2,-1257,1.0,1
1330,Transporter-1,-1270,1.0,1
1330,Transporter-2,-1258,1.0,1
1331,Transporter-1,-1271,1.0,1
1331,Transporter-2,-1259,1.0,1
1332,Transporter-1,-1272,1.0,1
1332,Transporter-2,-1260,1.0,1
1333,Transporter-1,-1273,1.0,1
1333,Transporter-2,-1261,1.0,1
1334,Transporter-1,-1274,1.0,1
1334,Transporter-2,-1262,1.0,1
1335,Transporter-1,-1275,1.0,1
1335,Transporter-2,-1263,1.0,1
1336,Transporter-1,-1276,1.0,1
1336,Transporter-2,-1264,1.0,1
1337,Transporter-1,-1277,1.0,1
1337,Transporter-2,-1265,1.0,1
1338,Transporter-1,-1278,1.0,1
1338,Transporter-2,-1266,1.0,1
1339,Transporter-1,-1279,1.0,1
1339,Transporter-2,-1267,1.0,1
1340,Transporter-1,-1280,1.0,1
1340,Transporter-2,-1268,1.0,1
1341,Transporter-1,-1281,1.0,1
1341,Transporter-2,-1269,1.0,1
1342,Transporter-1,-1282,1.0,1
1342,Transporter-2,-1270,1.0,1
1343,Transporter-1,-1283,1.0,1
1343,Transporter-2,-1271,1.0,1
1344,Transporter-1,-1284,1.0,1
1344,Transporter-2,-1272,1.0,1
1345,Transporter-1,-1285,1.0,1
1345,Transporter-2,-1273,1.0,1
1346,Transporter-1,-1286,1.0,1
1346,Transporter-2,-1274,1.0,1
1347,Transporter-1,-1287,1.0,1
1347,Transporter-2,-1275,1.0,1
1348,Transporter-1,-1288,1.0,1
1348,Transporter-2,-1276,1.0,1
1349,Transporter-1,-1289,1.0,1
1349,Transporter-2,-1277,1.0,1
1350,Transporter-1,-1290,1.0,1
1350,Transporter-2,-1278,1.0,1
1351,Transporter-1,-1291,1.0,1
1351,Transporter-2,-1279,1.0,1
1352,Transporter-1,-1292,1.0,1
1352,Transporter-2,-1280,1.0,1
1353,Transporter-1,-1293,1.0,1
1353,Transporter-2,-1281,1.0,1
1354,Transporter-1,-1273,1.0,1
1354,Transporter-2,-1282,1.0,1
1355,Transporter-1,-1274,1.0,1
1355,Transporter-2,-1283,1.0,1
1356,Transporter-1,-1275,1.0,1
1356,Transporter-2,-1284,1.0,1
1357,Transporter-1,-1276,1.0,1
1357,Transporter-2,-1285,1.0,1
1358,Transporter-1,-1277,1.0,1
1358,Transporter-2,-1286,1.0,1
1359,Transporter-1,-1278,1.0,1
1359,Transporter-2,-1287,1.0,1
1360,Transporter-1,-1279,1.0,1
1360,Transporter-2,-1288,1.0,1
1361,Transporter-1,-1280,1.0,1
1361,Transporter-2,-1289,1.0,1
1362,Transporter-1,-1281,1.0,1
1362,Transporter-2,-1290,1.0,1
1363,Transporter-1,-1282,1.0,1
1363,Transporter-2,-1291,1.0,1
1364,Transporter-1,-1283,1.0,1
1364,Transporter-2,-1292,1.0,1
1365,Transporter-1,-1284,1.0,1
1365,Transporter-2,-1293,1.0,1
1366,Transporter-1,-1285,1.0,1
1366,Transporter-2,-1294,1.0,1
1367,Transporter-1,-1286,1.0,1
1367,Transporter-2,-1295,1.0,1
1368,Transporter-1,-1287,1.0,1
1368,Transporter-2,-1296,1.0,1
1369,Transporter-1,-1288,1.0,1
1369,Transporter-2,-1297,1.0,1
1370,Transporter-1,-1289,1.0,1
1370,Transporter-2,-1298,1.0,1
1371,Transporter-1,-1290,1.0,1
1371,Transporter-2,-1299,1.0,1
1372,Transporter-1,-1291,1.0,1
1372,Transporter-2,-1300,1.0,1
1373,Transporter-1,-1292,1.0,1
1373,Transporter-2,-1301,1.0,1
1374,Transporter-1,-1293,1.0,1
1374,Transporter-2,-1302,1.0,1
1375,Transporter-1,-1294,1.0,1
1375,Transporter-2,-1303,1.0,1
1376,Transporter-1,-1295,1.0,1
1376,Transporter-2,-1304,1.0,1
1377,Transporter-1,-1296,1.0,1
1377,Transporter-2,-1305,1.0,1
1378,Transporter-1,-1297,1.0,1
1378,Transporter-2,-1306,1.0,1
1379,Transporter-1,-1298,1.0,1
1379,Transporter-2,-1307,1.0,1
1380,Transporter-1,-1299,1.0,1
1380,Transporter-2,-1308,1.0,1
1381,Transporter-1,-1300,1.0,1
1381,Transporter-2,-1309,1.0,1
1382,Transporter-1,-1301,1.0,1
1382,Transporter-2,-1310,1.0,1
1383,Transporter-1,-1302,1.0,1
1383,Transporter-2,-1311,1.0,1
1384,Transporter-1,-1303,1.0,1
1384,Transporter-2,-1312,1.0,1
1385,Transporter-1,-1304,1.0,1
1385,Transporter-2,-1313,1.0,1
1386,Transporter-1,-1305,1.0,1
1386,Transporter-2,-1314,1.0,1
1387,Transporter-1,-1205,0.85,0
1387,Transporter-2,-1315,1.0,1
1388,Transporter-1,-1205,0.85,0
1388,Transporter-2,-1316,1.0,1
1389,Transporter-1,-1205,0.85,0
1389,Transporter-2,-1317,1.0,1
1390,Transporter-1,-1205,0.85,0
1390,Transporter-2,-1318,1.0,1
1391,Transporter-1,-1205,0.85,0
1391,Transporter-2,-1319,1.0,1
1392,Transporter-1,-1206,0.85,1
1392,Transporter-2,-1320,1.0,1
1393,Transporter-1,-1207,0.85,1
1393,Transporter-2,-1321,1.0,1
1394,Transporter-1,-1208,0.85,1
1394,Transporter-2,-1322,1.0,1
1395,Transporter-1,-1209,0.85,1
1395,Transporter-2,-1323,1.0,1
1396,Transporter-1,-1210,0.85,1
1396,Transporter-2,-1324,1.0,1
1397,Transporter-1,-1211,0.85,1
1397,Transporter-2,-1325,1.0,1
1398,Transporter-1,-1212,0.85,1
1398,Transporter-2,-1326,1.0,1
1399,Transporter-1,-1213,0.85,1
1399,Transporter-2,-1327,1.0,1
1400,Transporter-1,-1214,0.85,1
1400,Transporter-2,-1328,1.0,1
1401,Transporter-1,-1215,0.85,1
1401,Transporter-2,-1329,1.0,1
1402,Transporter-1,-1216,0.85,1
1402,Transporter-2,-1330,1.0,1
1403,Transporter-1,-1217,0.85,1
1403,Transporter-2,-1331,1.0,1
1404,Transporter-1,-1218,0.85,1
1404,Transporter-2,-1332,1.0,1
1405,Transporter-1,-1219,0.85,1
1405,Transporter-2,-1333,1.0,1
1406,Transporter-1,-1220,0.85,1
1406,Transporter-2,-1334,1.0,1
1407,Transporter-1,-1221,0.85,1
1407,Transporter-2,-1335,1.0,1
1408,Transporter-1,-1222,0.85,1
1408,Transporter-2,-1336,1.0,1
1409,Transporter-1,-1223,0.85,1
1409,Transporter-2,-1337,1.0,1
1410,Transporter-1,-1224,0.85,1
1410,Transporter-2,-1338,1.0,1
1411,Transporter-1,-1225,0.85,1
1411,Transporter-2,-1339,1.0,1
1412,Transporter-1,-1226,0.85,1
1412,Transporter-2,-1340,1.0,1
1413,Transporter-1,-1227,0.85,1
1413,Transporter-2,-1341,1.0,1
1414,Transporter-1,-1228,0.85,1
1414,Transporter-2,-1342,1.0,1
1415,Transporter-1,-1229,0.85,1
1415,Transporter-2,-1343,1.0,1
1416,Transporter-1,-1230,0.85,1
1416,Transporter-2,-1344,1.0,1
1417,Transporter-1,-1231,0.85,1
1417,Transporter-2,-1345,1.0,1
1418,Transporter-1,-1232,0.85,1
1418,Transporter-2,-1346,1.0,1
1419,Transporter-1,-1233,0.85,1
1419,Transporter-2,-1347,1.0,1
1420,Transporter-1,-1234,0.85,1
1420,Transporter-2,-1348,1.0,1
1421,Transporter-1,-1235,0.85,1
1421,Transporter-2,-1349,1.0,1
1422,Transporter-1,-1236,0.85,1
1422,Transporter-2,-1350,1.0,1
1423,Transporter-1,-1237,0.85,1
1423,Transporter-2,-1351,1.0,1
1424,Transporter-1,-1238,0.85,1
1424,Transporter-2,-1352,1.0,1
1425,Transporter-1,-1239,0.85,1
1425,Transporter-2,-1353,1.0,1
1426,Transporter-1,-1240,0.85,1
1426,Transporter-2,-1354,1.0,1
1427,Transporter-1,-1241,0.85,1
1427,Transporter-2,-1355,1.0,1
1428,Transporter-1,-1242,0.85,1
1428,Transporter-2,-1255,0.85,0
1429,Transporter-1,-1243,0.85,1
1429,Transporter-2,-1255,0.85,0
1430,Transporter-1,-1244,0.85,1
1430,Transporter-2,-1255,0.85,0
1431,Transporter-1,-1245,0.85,1
1431,Transporter-2,-1255,0.85,0
1432,Transporter-1,-1246,0.85,1
1432,Transporter-2,-1255,0.85,0
